,batch_id,dispatch_center_id,zone_id,bus_score,order_count,total_quantity,total_load,batch_priority,vehicle_utilization,storage_pressure,retention_penalty,forecast_opportunity,decision
36,37,DC003,5.0,0.49545696265742517,1,3,249.15000000000003,0.5473913043478262,0.9966000000000002,0.697,0.0,6.135685975433098e-08,DISPATCH
37,38,DC003,5.0,0.49479572042140024,2,9,249.95000000000005,0.5436734693877552,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
38,39,DC003,5.0,0.492810006135686,1,3,249.95000000000005,0.538,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
39,40,DC003,5.0,0.49273222835790814,1,2,249.95000000000005,0.5377777777777778,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
40,41,DC003,5.0,0.49237923690491675,1,4,249.95000000000005,0.5367692307692308,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
41,42,DC003,5.0,0.48773500613568593,1,4,249.95000000000005,0.5235,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
42,43,DC003,5.0,0.48674333946901926,1,2,249.95000000000005,0.5206666666666666,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
43,44,DC003,5.0,0.4845655616912415,1,3,249.95000000000005,0.5144444444444444,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
44,45,DC003,5.0,0.48301000613568595,1,3,249.95000000000005,0.51,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
45,46,DC003,5.0,0.4813946215203013,1,3,249.95000000000005,0.5053846153846153,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
46,47,DC003,5.0,0.47951000613568595,1,3,249.95000000000005,0.5,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
47,48,DC003,5.0,0.47912111724679707,1,3,249.95000000000005,0.4988888888888889,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
48,49,DC003,5.0,0.4781638522895321,1,2,249.95000000000005,0.49615384615384617,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
49,50,DC003,5.0,0.4778248209505008,1,3,249.95000000000005,0.4951851851851852,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
50,51,DC003,5.0,0.47682915507185614,1,4,249.95000000000005,0.4923404255319149,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
51,52,DC003,5.0,0.4678433394690193,1,3,249.95000000000005,0.4666666666666667,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
52,53,DC003,5.0,0.45951000613568593,1,3,249.95000000000005,0.44285714285714284,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
53,54,DC003,5.0,0.4580982414298036,1,5,249.95000000000005,0.4388235294117647,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
54,55,DC003,5.0,0.45801000613568593,1,2,249.95000000000005,0.4385714285714286,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
55,56,DC003,5.0,0.4565577448291533,1,4,249.95000000000005,0.43442211055276386,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
56,57,DC003,5.0,0.45353632192515964,1,3,249.95000000000005,0.4257894736842105,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
57,58,DC003,5.0,0.44976000613568595,1,4,249.95000000000005,0.41500000000000004,0.9998000000000001,0.697,0.0,6.135685975433098e-08,DISPATCH
58,59,DC003,5.0,0.44626000613568595,1,2,249.95000000000005,0.40499999999999997,0.9998000000000001,0.697,0.0,6.135685975433098e-08,RETAIN
59,60,DC003,5.0,0.435086929212609,1,3,249.95000000000005,0.3730769230769231,0.9998000000000001,0.697,0.0,6.135685975433098e-08,RETAIN
60,61,DC003,7.0,0.43932316392494997,52,178,131.60000000000002,0.6556947159831008,0.5264000000000001,0.697,0.0,1.3330864697584808e-07,RETAIN
61,62,DC003,9.0,0.34916460314916425,4,19,13.65,0.6676988508685552,0.0546,0.697,0.0,5.345169984918184e-08,RETAIN
62,63,DC003,12.0,0.40410344460579845,36,124,93.86,0.6413298266899923,0.37544,0.697,0.0,5.264301184675434e-08,RETAIN
63,64,DC003,14.0,0.3467127345950577,3,11,12.100000000000001,0.6642363636363636,0.048400000000000006,0.697,0.0,7.322330480817286e-08,RETAIN
64,65,DC003,18.0,0.491160752849522,81,288,196.49,0.655482135229074,0.78596,0.697,0.0,5.519346150704072e-08,DISPATCH
65,66,DC003,19.0,0.49953212384414547,71,244,197.71000000000004,0.6766117665670753,0.7908400000000001,0.697,0.0,5.545669110782888e-08,DISPATCH
66,67,DC003,21.0,0.4275186957385221,47,158,124.32999999999997,0.6385848232737202,0.4973199999999999,0.697,0.0,7.592720074893796e-08,RETAIN
67,68,DC003,28.0,0.3323966694307155,1,5,2.1,0.6461904761904762,0.008400000000000001,0.697,0.0,2.7640488691525303e-08,RETAIN
68,69,DC003,30.0,0.5526341665552492,95,305,248.71000000000006,0.7117604551549388,0.9948400000000003,0.697,0.0,7.251020529826322e-08,DISPATCH
69,70,DC003,30.0,0.4898930072510205,1,4,248.71000000000006,0.5324999999999999,0.9948400000000003,0.697,0.0,7.251020529826322e-08,DISPATCH
70,71,DC003,30.0,0.48933261399259353,1,5,248.71000000000006,0.5308988764044944,0.9948400000000003,0.697,0.0,7.251020529826322e-08,DISPATCH
71,72,DC003,30.0,0.488328968789482,2,7,249.91000000000005,0.5252884615384614,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
72,73,DC003,30.0,0.48567031494332824,1,3,249.91000000000005,0.5176923076923077,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
73,74,DC003,30.0,0.4854780072510205,1,2,249.91000000000005,0.5171428571428571,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
74,75,DC003,30.0,0.4849122177773363,1,3,249.91000000000005,0.5155263157894737,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
75,76,DC003,30.0,0.4841446739176872,1,5,249.91000000000005,0.5133333333333333,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
76,77,DC003,30.0,0.48274467391768716,1,5,249.91000000000005,0.5093333333333333,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
77,78,DC003,30.0,0.4818113405843539,1,5,249.91000000000005,0.5066666666666667,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
78,79,DC003,30.0,0.4797193865613653,1,3,249.91000000000005,0.5006896551724137,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
79,80,DC003,30.0,0.4774780072510205,1,2,249.91000000000005,0.4942857142857143,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
80,81,DC003,30.0,0.4771849038027447,1,3,249.91000000000005,0.49344827586206896,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
81,82,DC003,30.0,0.47609869690619294,1,3,249.91000000000005,0.4903448275862069,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
82,83,DC003,30.0,0.47542537567207316,1,2,249.91000000000005,0.488421052631579,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
83,84,DC003,30.0,0.47504467391768723,1,3,249.91000000000005,0.48733333333333334,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
84,85,DC003,30.0,0.47503569955871283,1,4,249.91000000000005,0.48730769230769233,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
85,86,DC003,30.0,0.47467568166962515,1,5,249.91000000000005,0.48627906976744184,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
86,87,DC003,30.0,0.4718745589751584,1,3,249.91000000000005,0.47827586206896544,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
87,88,DC003,30.0,0.4718693115988466,1,3,249.91000000000005,0.4782608695652174,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
88,89,DC003,30.0,0.4696143708873841,1,2,249.91000000000005,0.4718181818181818,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
89,90,DC003,30.0,0.4674780072510205,1,3,249.91000000000005,0.46571428571428575,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
90,91,DC003,30.0,0.4654780072510205,1,3,249.91000000000005,0.46,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
91,92,DC003,30.0,0.45468634058435387,1,2,249.91000000000005,0.4291666666666667,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
92,93,DC003,30.0,0.4541030072510205,1,3,249.91000000000005,0.4275,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
93,94,DC003,30.0,0.45170381370263346,1,4,249.91000000000005,0.4206451612903226,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
94,95,DC003,30.0,0.44797800725102055,1,4,249.91000000000005,0.41000000000000003,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
95,96,DC003,30.0,0.44738044627541074,1,4,249.91000000000005,0.4082926829268293,0.9996400000000002,0.697,0.0,7.251020529826322e-08,DISPATCH
96,97,DC003,30.0,0.44661360047135945,1,3,249.91000000000005,0.40610169491525416,0.9996400000000002,0.697,0.0,7.251020529826322e-08,RETAIN
97,98,DC003,31.0,0.45160356245272637,56,198,136.95000000000005,0.6785530168302744,0.5478000000000002,0.697,0.0,6.562130349728532e-08,DISPATCH
98,99,DC003,32.0,0.31717630559100873,2,5,3.5,0.5995037220843673,0.014,0.697,0.0,2.8614802165522707e-08,RETAIN
99,100,DC003,33.0,0.3566758711344478,17,51,29.580000000000002,0.6527482030388162,0.11832000000000001,0.697,0.0,7.086218978102051e-10,RETAIN
100,101,DC004,3.0,0.3034597256974586,7,21,13.749999999999998,0.6663134877893498,0.05499999999999999,0.395,0.0,4.971186122641595e-08,RETAIN
101,102,DC004,7.0,0.3443100133308646,1,2,1.25,0.8115999999999999,0.005,0.395,0.0,1.3330864697584808e-07,RETAIN
102,103,DC004,8.0,0.20487666876431734,1,3,1.2000000000000002,0.4133333333333333,0.0048000000000000004,0.395,0.0,2.0976507082330946e-08,RETAIN
103,104,DC004,9.0,0.3489778022368334,29,104,71.88000000000001,0.6634965625476099,0.28752000000000005,0.395,0.0,5.345169984918184e-08,RETAIN
104,105,DC004,17.0,0.2922626194810157,9,26,13.92,0.6339331955643175,0.05568,0.395,0.0,1.0335045661259073e-08,RETAIN
105,106,DC004,20.0,0.3539355315399579,34,116,77.71,0.6643357948010752,0.31083999999999995,0.395,0.0,3.359581532647484e-08,RETAIN
106,107,DC004,26.0,0.28473341216084924,3,11,7.8100000000000005,0.6263868867705185,0.03124,0.395,0.0,1.7911677905682142e-08,RETAIN
107,108,DC004,28.0,0.3648535851716723,39,126,92.42,0.6619073783074956,0.36968,0.395,0.0,2.7640488691525303e-08,RETAIN
108,109,DC004,32.0,0.3564222807643837,32,104,84.83999999999997,0.655143651151153,0.3393599999999999,0.395,0.0,2.8614802165522707e-08,RETAIN
109,110,DC004,35.0,0.303035538535204,9,35,23.65,0.6424729641260712,0.09459999999999999,0.395,0.0,1.0910790807132421e-08,RETAIN
110,111,DC005,2.0,0.4571765605396468,45,157,119.22999999999999,0.6805501611540393,0.47691999999999996,0.824,0.0,4.1357330743483266e-08,DISPATCH
111,112,DC005,5.0,0.341160006135686,1,2,0.7,0.62,0.0028,0.824,0.0,6.135685975433098e-08,RETAIN
112,113,DC005,11.0,0.3661122604546397,5,18,16.900000000000002,0.6542635804399958,0.06760000000000001,0.824,0.0,7.300641147022832e-08,RETAIN
113,114,DC005,13.0,0.3756688505061983,13,46,31.85,0.6473966975407227,0.1274,0.824,0.0,6.36694539586352e-08,RETAIN
114,115,DC005,14.0,0.4695033661828246,49,175,141.65,0.6645238824585549,0.5666,0.824,0.0,7.322330480817286e-08,DISPATCH
115,116,DC005,27.0,0.579492894172358,88,294,249.44000000000005,0.7324025434007247,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
116,117,DC005,27.0,0.5378186706487711,1,3,249.44000000000005,0.6133333333333333,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
117,118,DC005,27.0,0.534363542443643,1,2,249.44000000000005,0.6034615384615386,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
118,119,DC005,27.0,0.5340910283723483,1,4,249.44000000000005,0.6026829268292684,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
119,120,DC005,27.0,0.533304177895148,1,2,249.44000000000005,0.6004347826086958,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
120,121,DC005,27.0,0.5311333993309417,1,4,249.44000000000005,0.5942325581395349,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
121,122,DC005,27.0,0.5297920039821045,1,3,249.44000000000005,0.5904,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
122,123,DC005,27.0,0.5261520039821044,1,2,249.44000000000005,0.58,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
123,124,DC005,27.0,0.5244941092452624,1,7,249.44000000000005,0.5752631578947368,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
124,125,DC005,27.0,0.5171737431125392,1,3,249.44000000000005,0.5543478260869565,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
125,126,DC005,27.0,0.5163045463549858,1,6,249.44000000000005,0.551864406779661,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
126,127,DC005,27.0,0.5142520039821045,1,3,249.44000000000005,0.546,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
127,128,DC005,27.0,0.5114520039821044,1,3,249.44000000000005,0.5379999999999999,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
128,129,DC005,27.0,0.5090895039821044,1,4,249.44000000000005,0.53125,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
129,130,DC005,27.0,0.5080156403457408,1,5,249.44000000000005,0.5281818181818182,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
130,131,DC005,27.0,0.5066520039821045,1,4,249.44000000000005,0.5242857142857144,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
131,132,DC005,27.0,0.49745200398210443,1,3,249.44000000000005,0.49800000000000005,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
132,133,DC005,27.0,0.49535200398210444,1,2,249.44000000000005,0.492,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
133,134,DC005,27.0,0.49276011209021253,1,4,249.44000000000005,0.4845945945945946,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
134,135,DC005,27.0,0.4902770039821044,1,5,249.44000000000005,0.47750000000000004,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
135,136,DC005,27.0,0.4873827732128736,1,3,249.44000000000005,0.4692307692307692,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
136,137,DC005,27.0,0.4855520039821044,1,2,249.44000000000005,0.46399999999999997,0.9977600000000002,0.824,0.0,3.982104390780867e-08,DISPATCH
137,138,DC005,27.0,0.48254739118749157,2,5,249.99000000000007,0.4541582491582491,0.9999600000000003,0.824,0.0,3.982104390780867e-08,DISPATCH
138,139,DC005,27.0,0.4759120039821044,1,4,249.99000000000007,0.43520000000000003,0.9999600000000003,0.824,0.0,3.982104390780867e-08,DISPATCH
139,140,DC005,27.0,0.47082533731543774,1,4,249.99000000000007,0.42066666666666663,0.9999600000000003,0.824,0.0,3.982104390780867e-08,DISPATCH
140,141,DC005,27.0,0.47027382216392255,1,3,249.99000000000007,0.41909090909090907,0.9999600000000003,0.824,0.0,3.982104390780867e-08,DISPATCH
141,142,DC005,29.0,0.48059960085136244,60,200,155.33000000000004,0.6649588539692046,0.6213200000000002,0.824,0.0,1.9621408153289817e-08,DISPATCH
142,143,DC005,34.0,0.3991470623757993,19,63,50.15000000000001,0.6726487420253946,0.20060000000000006,0.824,0.0,2.6669112160557148e-08,RETAIN
143,144,DC006,1.0,0.31793901349339826,1,6,5.050000000000001,0.6774257425742574,0.020200000000000003,0.512,0.0,3.5924082113446436e-08,RETAIN
144,145,DC006,9.0,0.33924548647222996,3,11,5.25,0.7378442317916002,0.021,0.512,0.0,5.345169984918184e-08,RETAIN
145,146,DC006,10.0,0.462542660149864,54,191,176.1,0.699607592292963,0.7044,0.512,0.0,2.8473270068162273e-08,DISPATCH
146,147,DC006,12.0,0.36187183433096387,23,84,63.64,0.6690280830476079,0.25456,0.512,0.0,5.264301184675434e-08,RETAIN
147,148,DC006,14.0,0.3555083406556638,2,9,11.0,0.7711666666666668,0.044,0.512,0.0,7.322330480817286e-08,RETAIN
148,149,DC006,15.0,0.3065846234136106,6,22,11.73,0.6297160664216653,0.04692,0.512,0.0,1.6602774642201107e-09,RETAIN
149,150,DC006,17.0,0.3665900010335045,1,2,1.3,0.825,0.0052,0.512,0.0,1.0335045661259073e-08,RETAIN
150,151,DC006,20.0,0.3823333366929148,1,5,4.5,0.8626666666666666,0.018,0.512,0.0,3.359581532647484e-08,RETAIN
151,152,DC006,26.0,0.3818625154497956,38,121,88.25000000000001,0.6698928961675081,0.35300000000000004,0.512,0.0,1.7911677905682142e-08,RETAIN
152,153,DC006,28.0,0.3373625219824191,4,19,23.0,0.6918929120524866,0.092,0.512,0.0,2.7640488691525303e-08,RETAIN
153,154,DC006,29.0,0.3417792586401362,11,34,28.069999999999997,0.6929235905085583,0.11227999999999999,0.512,0.0,1.9621408153289817e-08,RETAIN
154,155,DC006,33.0,0.34785414285324795,9,32,30.610000000000003,0.7044746936639594,0.12244000000000001,0.512,0.0,7.086218978102051e-10,RETAIN
